진료년도,주상병코드,시도구분,환자수,명세서청구건수,입내원일수,보험자부담금(선별포함),요양급여비용총액(선별포함)
2024,A00,서울,14 ,20 ,25 ,3528630 ,4586800 
2024,A00,부산,2 ,2 ,2 ,116640 ,223540 
2024,A00,인천,5 ,5 ,12 ,2443350 ,3427350 
2024,A00,대구,7 ,9 ,16 ,3801950 ,4919910 
2024,A00,광주,8 ,8 ,8 ,134880 ,191680 
2024,A00,울산,5 ,5 ,4 ,155850 ,207370 
2024,A00,경기,15 ,19 ,19 ,392970 ,564310 
2024,A00,충북,2 ,9 ,9 ,507100 ,642400 
2024,A00,충남,1 ,1 ,1 ,26220 ,37420 
2024,A00,전북,2 ,2 ,10 ,1927830 ,2318630 
2024,A00,전남,1 ,1 ,1 ,10260 ,16960 
2024,A00,경남,1 ,1 ,1 ,9520 ,19020 
2024,A00,제주,2 ,2 ,2 ,25910 ,36810 
2024,A01,서울,13 ,14 ,34 ,8423500 ,10750200 
2024,A01,부산,13 ,18 ,80 ,19458860 ,24299360 
2024,A01,인천,4 ,8 ,26 ,9205250 ,10927380 
2024,A01,대구,4 ,5 ,5 ,71560 ,118760 
2024,A01,광주,2 ,2 ,2 ,57100 ,95100 
2024,A01,대전,3 ,8 ,11 ,1883530 ,2469690 
2024,A01,울산,7 ,13 ,52 ,16489600 ,17858980 
2024,A01,경기,16 ,23 ,94 ,29338940 ,36793130 
2024,A01,강원,3 ,5 ,10 ,2853670 ,3124480 
2024,A01,충북,2 ,5 ,21 ,6109460 ,7522460 
2024,A01,충남,7 ,7 ,31 ,7528260 ,8830800 
2024,A01,전북,15 ,19 ,69 ,13960220 ,17037640 
2024,A01,전남,6 ,6 ,53 ,11897080 ,14322350 
2024,A01,경북,3 ,3 ,16 ,2863500 ,3255650 
2024,A01,경남,8 ,11 ,50 ,16704010 ,19595600 
2024,A01,제주,2 ,2 ,7 ,1313130 ,1485810 
2024,A02,서울,1015 ,1686 ,4277 ,1139610900 ,1381459250 
2024,A02,부산,443 ,705 ,2597 ,601989320 ,738630320 
2024,A02,인천,368 ,608 ,1831 ,527692090 ,639692730 
2024,A02,대구,230 ,348 ,1183 ,269559340 ,326655700 
2024,A02,광주,267 ,438 ,1274 ,248987440 ,297458580 
2024,A02,대전,336 ,549 ,1806 ,450225410 ,551418180 
2024,A02,울산,122 ,220 ,574 ,97662790 ,119887880 
2024,A02,경기,1983 ,3304 ,8483 ,2010070370 ,2431040230 
2024,A02,강원,112 ,163 ,547 ,172090170 ,205853620 
2024,A02,충북,181 ,303 ,1014 ,192249160 ,236626550 
2024,A02,충남,183 ,318 ,887 ,165612780 ,203515980 
2024,A02,전북,398 ,624 ,2270 ,521396920 ,652630100 
2024,A02,전남,388 ,475 ,1993 ,344316490 ,418571960 
2024,A02,경북,786 ,1033 ,1821 ,280806900 ,347076330 
2024,A02,경남,511 ,706 ,2572 ,486233350 ,592073450 
2024,A02,제주,78 ,126 ,451 ,101490200 ,121012240 
2024,A02,세종,83 ,149 ,314 ,50493360 ,58664630 
2024,A03,서울,20 ,45 ,87 ,27203440 ,34249700 
2024,A03,부산,4 ,4 ,24 ,5624270 ,7212920 
2024,A03,인천,5 ,12 ,26 ,8756090 ,10855950 
2024,A03,대구,3 ,6 ,12 ,2315230 ,3209500 
2024,A03,광주,2 ,2 ,6 ,1293920 ,1396470 
2024,A03,대전,3 ,4 ,25 ,8870060 ,10698480 
2024,A03,울산,3 ,5 ,5 ,215650 ,289050 
2024,A03,경기,34 ,51 ,135 ,31278060 ,37982040 
2024,A03,강원,2 ,4 ,8 ,2659260 ,3230200 
2024,A03,충북,3 ,5 ,22 ,5438620 ,6533950 
2024,A03,충남,1 ,1 ,12 ,2944070 ,3504820 
2024,A03,전북,9 ,10 ,27 ,5288950 ,6676860 
2024,A03,전남,5 ,5 ,41 ,9120050 ,11694110 
2024,A03,경북,3 ,4 ,4 ,39540 ,52440 
2024,A03,경남,10 ,12 ,71 ,13268160 ,15696370 
2024,A03,제주,1 ,1 ,1 ,8890 ,12590 
2024,A04,서울,134592 ,190605 ,209848 ,9812426950 ,12884071990 
2024,A04,부산,33469 ,47934 ,63074 ,5233989480 ,6635621200 
2024,A04,인천,20621 ,29259 ,38239 ,3466294990 ,4375225400 
2024,A04,대구,21549 ,31936 ,44847 ,4159988090 ,5442856340 
2024,A04,광주,19325 ,26793 ,40069 ,4087042820 ,5056290900 
2024,A04,대전,20945 ,29087 ,34236 ,2225957720 ,2813575850 
2024,A04,울산,11184 ,17078 ,21544 ,1655560520 ,2095054220 
2024,A04,경기,150907 ,210950 ,246345 ,16019283460 ,20526512030 
2024,A04,강원,8026 ,11234 ,14591 ,1402744100 ,1808136050 
2024,A04,충북,15495 ,20271 ,24702 ,1494900420 ,1924688480 
2024,A04,충남,21753 ,29339 ,34383 ,1906752200 ,2468251220 
2024,A04,전북,23944 ,35379 ,46428 ,3274268130 ,4242606770 
2024,A04,전남,25955 ,37903 ,52087 ,3673282390 ,4689572840 
2024,A04,경북,24476 ,33067 ,42281 ,3230118470 ,4204192090 
2024,A04,경남,35512 ,51735 ,68658 ,5539163190 ,7051630830 
2024,A04,제주,7761 ,10395 ,13150 ,907671510 ,1123633610 
2024,A04,세종,3389 ,4745 ,5081 ,198240880 ,245201260 
2024,A05,서울,3821 ,4943 ,5527 ,244045870 ,332749880 
2024,A05,부산,305 ,365 ,479 ,39090100 ,48153300 
2024,A05,인천,192 ,251 ,292 ,24004610 ,31314890 
2024,A05,대구,1954 ,2463 ,2967 ,168935040 ,237289260 
2024,A05,광주,446 ,543 ,869 ,44558560 ,61115200 
2024,A05,대전,316 ,384 ,517 ,34969420 ,46461290 
2024,A05,울산,15 ,20 ,21 ,1082420 ,1358650 
2024,A05,경기,1854 ,2333 ,2784 ,242825520 ,318792730 
2024,A05,강원,58 ,71 ,85 ,3690620 ,5581520 
2024,A05,충북,793 ,1074 ,1154 ,32385070 ,43271080 
2024,A05,충남,1057 ,1394 ,1525 ,62230560 ,79845480 
2024,A05,전북,735 ,917 ,1637 ,125525050 ,164192980 
2024,A05,전남,2609 ,3974 ,4232 ,113166530 ,150708640 
2024,A05,경북,1681 ,2096 ,2158 ,41977610 ,54678070 
2024,A05,경남,4170 ,5345 ,5498 ,114125420 ,149217400 
2024,A05,제주,253 ,308 ,352 ,16368020 ,21264950 
2024,A05,세종,5 ,6 ,10 ,1100690 ,1313490 
2024,A06,서울,1025 ,1522 ,1569 ,60845320 ,81051130 
2024,A06,부산,221 ,357 ,421 ,21695610 ,27324100 
2024,A06,인천,46 ,59 ,216 ,27791820 ,35857700 
2024,A06,대구,260 ,392 ,399 ,9438460 ,12474310 
2024,A06,광주,97 ,208 ,264 ,24614450 ,33730280 
2024,A06,대전,19 ,36 ,37 ,2139090 ,2990070 
2024,A06,울산,7 ,10 ,10 ,237100 ,553370 
2024,A06,경기,1053 ,2048 ,2142 ,81602310 ,109977800 
2024,A06,강원,17 ,69 ,69 ,3045920 ,5136620 
2024,A06,충북,56 ,85 ,172 ,25226290 ,31238650 
2024,A06,충남,256 ,735 ,740 ,11682210 ,16247450 
2024,A06,전북,19 ,43 ,87 ,11763680 ,16294170 
2024,A06,전남,74 ,156 ,262 ,29116930 ,39902030 
2024,A06,경북,183 ,236 ,236 ,4186070 ,5561870 
2024,A06,경남,44 ,77 ,94 ,5387680 ,7958530 
2024,A06,제주,5 ,7 ,18 ,2466020 ,3799180 
2024,A06,세종,1 ,2 ,2 ,25360 ,42560 
2024,A07,서울,35 ,58 ,58 ,1013780 ,1696540 
2024,A07,부산,24 ,30 ,34 ,997280 ,1297700 
2024,A07,인천,23 ,31 ,31 ,786730 ,1147910 
2024,A07,대구,9 ,12 ,16 ,2584690 ,3248590 
2024,A07,광주,4 ,5 ,5 ,191650 ,299950 
2024,A07,울산,12 ,13 ,13 ,309160 ,585740 
2024,A07,경기,78 ,97 ,97 ,1441890 ,2156440 
2024,A07,강원,2 ,2 ,4 ,2226200 ,2787350 
2024,A07,충북,6 ,6 ,6 ,686170 ,804990 
2024,A07,충남,15 ,15 ,15 ,391240 ,625510 
2024,A07,전남,658 ,907 ,907 ,13329890 ,18522500 
2024,A07,경북,2 ,5 ,5 ,56610 ,77510 
2024,A07,경남,2 ,2 ,5 ,1235610 ,1787570 
2024,A07,세종,4 ,12 ,12 ,296630 ,454230 
2024,A08,서울,66049 ,90846 ,95223 ,3321536180 ,4145749990 
2024,A08,부산,19964 ,28249 ,42697 ,4324200140 ,4843327060 
2024,A08,인천,14633 ,20747 ,23671 ,1484072300 ,1759585600 
2024,A08,대구,19230 ,26431 ,30993 ,1562045220 ,1863857840 
2024,A08,광주,11129 ,14495 ,24478 ,2884828750 ,3255927690 
2024,A08,대전,6872 ,9135 ,11212 ,838019520 ,949616280 
2024,A08,울산,9954 ,13947 ,17771 ,1394145030 ,1610976790 
2024,A08,경기,101246 ,141241 ,156458 ,7769050940 ,9399457150 
2024,A08,강원,7757 ,10418 ,10963 ,438302000 ,545725950 
2024,A08,충북,10833 ,15986 ,17848 ,795265370 ,964760820 
2024,A08,충남,11687 ,16678 ,18808 ,897505390 ,1080749990 
2024,A08,전북,11173 ,15552 ,19665 ,1396295610 ,1641596570 
2024,A08,전남,6286 ,8076 ,16541 ,2273049650 ,2584468370 
2024,A08,경북,11813 ,15721 ,18763 ,1250821240 ,1449532300 
2024,A08,경남,26388 ,36386 ,49880 ,4169805080 ,4779824720 
2024,A08,제주,4147 ,6075 ,6948 ,383479760 ,442063640 
2024,A08,세종,1112 ,1887 ,2877 ,317347860 ,352454860 
2024,A09,서울,786174 ,1231309 ,1271916 ,44180381650 ,60026174670 
2024,A09,부산,329026 ,537459 ,595572 ,27873017720 ,38623816820 
2024,A09,인천,249771 ,403202 ,428841 ,19185958060 ,26017227280 
2024,A09,대구,196566 ,306469 ,337226 ,15305316680 ,21260199450 
2024,A09,광주,163198 ,257649 ,303956 ,17622107440 ,24929354300 
2024,A09,대전,142184 ,226110 ,238441 ,9521352920 ,12815995750 
2024,A09,울산,106968 ,172502 ,190311 ,8807435510 ,12191784740 
2024,A09,경기,1207897 ,1968284 ,2081223 ,83235316020 ,112971859800 
2024,A09,강원,114389 ,167309 ,187507 ,9339893240 ,12943921060 
2024,A09,충북,119155 ,179720 ,200220 ,9854478610 ,13304906660 
2024,A09,충남,192553 ,292016 ,317156 ,13595849960 ,18647949200 
2024,A09,전북,171722 ,276857 ,317678 ,17825100720 ,24357416120 
2024,A09,전남,184507 ,282326 ,357701 ,23579405610 ,32752457170 
2024,A09,경북,182230 ,275458 ,309366 ,16906884790 ,22868333350 
2024,A09,경남,334800 ,525763 ,628797 ,38513473980 ,53382075170 
2024,A09,제주,67972 ,100811 ,106884 ,4141680790 ,5622205620 
2024,A09,세종,50635 ,85660 ,88165 ,3223678360 ,4285435230 
2024,A15,서울,2664 ,16258 ,29453 ,9507039170 ,9798532680 
2024,A15,부산,912 ,5405 ,11120 ,3045740440 ,3198655640 
2024,A15,인천,740 ,4318 ,8262 ,3070277290 ,3164025540 
2024,A15,대구,1191 ,7301 ,15463 ,4711774800 ,4864842130 
2024,A15,광주,814 ,4007 ,9075 ,2828504160 ,2946536650 
2024,A15,대전,383 ,1984 ,3788 ,1177424320 ,1228001790 
2024,A15,울산,371 ,2221 ,3780 ,1438122500 ,1476976050 
2024,A15,경기,2790 ,17553 ,32791 ,9337875550 ,9725519440 
2024,A15,강원,659 ,3772 ,6691 ,2123675960 ,2208133430 
2024,A15,충북,488 ,2968 ,6804 ,2244698260 ,2327746500 
2024,A15,충남,611 ,3579 ,6541 ,1855313960 ,1932408550 
2024,A15,전북,688 ,3853 ,9016 ,2541743430 ,2689858460 
2024,A15,전남,697 ,4543 ,18113 ,3531663840 ,3701365720 
2024,A15,경북,808 ,5052 ,12258 ,3442829300 ,3580043500 
2024,A15,경남,1175 ,7552 ,24018 ,5659322330 ,5900540540 
2024,A15,제주,194 ,1208 ,1818 ,557335750 ,570886990 
2024,A15,세종,90 ,877 ,997 ,252724830 ,258763410 
2024,A16,서울,3703 ,21805 ,31850 ,8921662290 ,9286842780 
2024,A16,부산,1115 ,6370 ,11734 ,2841738100 ,3000138890 
2024,A16,인천,810 ,4725 ,7774 ,2782115430 ,2873848050 
2024,A16,대구,795 ,4368 ,8530 ,1946756360 ,2042829190 
2024,A16,광주,325 ,1226 ,2721 ,606381240 ,654696200 
2024,A16,대전,407 ,2326 ,3677 ,804205120 ,845746140 
2024,A16,울산,239 ,1343 ,2145 ,704746060 ,732348960 
2024,A16,경기,3275 ,19053 ,30614 ,8653352830 ,9041358150 
2024,A16,강원,525 ,2353 ,3667 ,1031027650 ,1086276670 
2024,A16,충북,251 ,1189 ,2513 ,719751110 ,745015580 
2024,A16,충남,412 ,2327 ,4495 ,1114338590 ,1165709840 
2024,A16,전북,377 ,1614 ,3455 ,1156769520 ,1210233050 
2024,A16,전남,382 ,1806 ,4955 ,1262264050 ,1328113600 
2024,A16,경북,608 ,2947 ,5799 ,1543798160 ,1619647260 
2024,A16,경남,753 ,2895 ,7437 ,1759063790 ,1878963700 
2024,A16,제주,128 ,756 ,1121 ,316905180 ,330636260 
2024,A16,세종,15 ,93 ,107 ,16728260 ,17119470 
2024,A17,서울,94 ,493 ,2365 ,895195840 ,984991760 
2024,A17,부산,33 ,164 ,765 ,243002400 ,270748770 
2024,A17,인천,25 ,102 ,746 ,324695820 ,343393400 
2024,A17,대구,19 ,106 ,519 ,265320590 ,290555080 
2024,A17,광주,7 ,15 ,24 ,13258440 ,14525140 
2024,A17,대전,9 ,113 ,679 ,107104750 ,127209690 
2024,A17,울산,12 ,74 ,586 ,132841700 ,145656180 
2024,A17,경기,61 ,566 ,2660 ,562404820 ,664341740 
2024,A17,강원,14 ,64 ,385 ,168424200 ,185043420 
2024,A17,충북,10 ,34 ,190 ,68115360 ,82391490 
2024,A17,충남,9 ,43 ,495 ,280112250 ,290507770 
2024,A17,전북,12 ,44 ,127 ,25056240 ,30671790 
2024,A17,전남,3 ,11 ,76 ,22675240 ,25429620 
2024,A17,경북,6 ,33 ,321 ,45470670 ,59606230 
2024,A17,경남,17 ,103 ,292 ,83565280 ,98755680 
2024,A17,제주,6 ,39 ,86 ,24479450 ,29088310 
2024,A17,세종,1 ,5 ,66 ,49548440 ,64095570 
2024,A18,서울,1268 ,7209 ,10765 ,2663050720 ,2870963550 
2024,A18,부산,323 ,1654 ,3210 ,670312590 ,737679360 
2024,A18,인천,191 ,1401 ,3078 ,758958390 ,816387290 
2024,A18,대구,380 ,1995 ,3825 ,828182030 ,915602040 
2024,A18,광주,130 ,637 ,1145 ,231207850 ,254507980 
2024,A18,대전,146 ,955 ,1363 ,256775110 ,275975380 
2024,A18,울산,83 ,313 ,751 ,200038460 ,211438800 
2024,A18,경기,789 ,4808 ,7164 ,1698713980 ,1829696100 
2024,A18,강원,137 ,628 ,1183 ,299337890 ,325983820 
2024,A18,충북,65 ,326 ,681 ,130632410 ,147123790 
2024,A18,충남,130 ,752 ,1628 ,382213510 ,427970140 
2024,A18,전북,104 ,559 ,1706 ,370519930 ,417686080 
2024,A18,전남,58 ,244 ,623 ,140623600 ,150835110 
2024,A18,경북,92 ,594 ,1674 ,270638670 ,292440160 
2024,A18,경남,215 ,1367 ,2376 ,400241940 ,438990510 
2024,A18,제주,51 ,306 ,395 ,74518740 ,82503070 
2024,A18,세종,17 ,85 ,102 ,10871950 ,12170910 
2024,A19,서울,86 ,435 ,1588 ,725180080 ,757029020 
2024,A19,부산,14 ,98 ,317 ,95415550 ,105842780 
2024,A19,인천,18 ,110 ,537 ,186496170 ,200914010 
2024,A19,대구,25 ,133 ,417 ,149894800 ,154265230 
2024,A19,광주,19 ,33 ,158 ,55570520 ,58689380 
2024,A19,대전,19 ,84 ,525 ,245036360 ,253989690 
2024,A19,울산,11 ,31 ,174 ,93684200 ,95424420 
2024,A19,경기,60 ,327 ,1581 ,402786970 ,425037880 
2024,A19,강원,11 ,23 ,98 ,40889120 ,42307280 
2024,A19,충북,8 ,40 ,124 ,35744970 ,36713320 
2024,A19,충남,13 ,74 ,237 ,92950960 ,97922080 
2024,A19,전북,6 ,27 ,91 ,31203100 ,33015380 
2024,A19,전남,17 ,80 ,580 ,108843220 ,114312040 
2024,A19,경북,14 ,44 ,220 ,63701010 ,66848770 
2024,A19,경남,23 ,121 ,639 ,143179660 ,155568560 
2024,A19,제주,2 ,4 ,4 ,41250 ,82050 
2024,A20,서울,2 ,2 ,3 ,1227070 ,1654630 
2024,A20,대구,2 ,3 ,3 ,59050 ,152550 
2024,A20,경기,2 ,12 ,12 ,677990 ,1433130 
2024,A20,충남,2 ,2 ,2 ,44040 ,62440 
2024,A20,경북,1 ,1 ,1 ,29950 ,31450 
2024,A20,경남,6 ,6 ,6 ,65110 ,88310 
2024,A21,부산,1 ,9 ,0 ,159360 ,185250 
2024,A21,전남,1 ,1 ,8 ,2309750 ,2653780 
2024,A21,경남,1 ,1 ,1 ,12180 ,17380 
2024,A22,서울,3 ,3 ,3 ,37210 ,47810 
2024,A22,울산,2 ,2 ,2 ,43760 ,62360 
2024,A22,경기,1 ,1 ,1 ,24580 ,35080 
2024,A22,강원,2 ,2 ,2 ,45610 ,91110 
2024,A22,충북,1 ,1 ,1 ,20610 ,31610 
2024,A22,경북,3 ,3 ,3 ,57600 ,93600 
2024,A22,경남,2 ,6 ,6 ,65260 ,92560 
2024,A23,서울,1 ,7 ,13 ,1419120 ,1929480 
2024,A23,부산,1 ,1 ,1 ,32230 ,101230 
2024,A23,대구,1 ,1 ,1 ,4830 ,5930 
2024,A23,광주,1 ,3 ,3 ,8880 ,69780 
2024,A23,경기,1 ,1 ,1 ,35150 ,63750 
2024,A23,전남,1 ,1 ,10 ,2720160 ,3994730 
2024,A23,경남,1 ,3 ,3 ,43660 ,67060 
2024,A24,서울,2 ,3 ,3 ,76170 ,186880 
2024,A24,부산,1 ,4 ,4 ,183300 ,525380 
2024,A24,인천,1 ,1 ,1 ,12410 ,17610 
2024,A24,경기,3 ,6 ,6 ,76830 ,145830 
2024,A24,충남,1 ,4 ,4 ,118600 ,182200 
2024,A24,경북,2 ,2 ,2 ,41060 ,57160 
2024,A24,경남,2 ,4 ,4 ,59820 ,184020 
2024,A25,서울,5 ,6 ,6 ,123140 ,200340 
2024,A25,부산,3 ,3 ,3 ,46910 ,77810 
2024,A25,인천,1 ,1 ,1 ,12410 ,17610 
2024,A25,대구,1 ,1 ,1 ,34570 ,49270 
2024,A25,광주,1 ,1 ,1 ,14010 ,20010 
2024,A25,대전,1 ,1 ,1 ,12410 ,17610 
2024,A25,울산,1 ,1 ,1 ,3760 ,30060 
2024,A25,경기,13 ,13 ,13 ,666280 ,949190 
2024,A25,충북,1 ,1 ,1 ,12410 ,17610 
2024,A25,전남,8 ,10 ,13 ,1006390 ,1373680 
2024,A25,경남,1 ,1 ,1 ,13170 ,14670 
2024,A25,제주,1 ,1 ,1 ,19610 ,39210 
2024,A26,서울,70 ,187 ,187 ,2659220 ,3910760 
2024,A26,부산,18 ,34 ,45 ,3788000 ,5552120 
2024,A26,인천,10 ,23 ,23 ,420720 ,692920 
2024,A26,대구,10 ,23 ,28 ,1852750 ,2968280 
2024,A26,광주,13 ,16 ,16 ,320000 ,445870 
2024,A26,대전,4 ,4 ,8 ,1269330 ,1597340 
2024,A26,울산,6 ,15 ,15 ,516010 ,747030 
2024,A26,경기,81 ,129 ,134 ,3491750 ,4534620 
2024,A26,강원,14 ,18 ,23 ,2313840 ,3017300 
2024,A26,충북,7 ,7 ,8 ,1110430 ,1358760 
2024,A26,충남,10 ,22 ,22 ,209230 ,296630 
2024,A26,전북,6 ,17 ,17 ,745090 ,1338170 
2024,A26,전남,9 ,20 ,20 ,384840 ,548210 
2024,A26,경북,6 ,7 ,7 ,326400 ,498870 
2024,A26,경남,18 ,26 ,26 ,463160 ,660460 
2024,A26,제주,5 ,11 ,11 ,281220 ,381920 
2024,A27,서울,2 ,3 ,9 ,3575950 ,5406690 
2024,A27,인천,1 ,1 ,1 ,8890 ,12590 
2024,A27,대구,4 ,8 ,20 ,3691190 ,5125720 
2024,A27,광주,3 ,4 ,11 ,1734860 ,2403290 
2024,A27,대전,1 ,1 ,1 ,8890 ,12590 
2024,A27,경기,3 ,6 ,30 ,7564430 ,9806000 
2024,A27,충남,11 ,16 ,38 ,6792260 ,9154590 
2024,A27,전북,1 ,1 ,1 ,66520 ,109890 
2024,A27,전남,7 ,13 ,30 ,4726000 ,6941970 
2024,A27,경북,5 ,8 ,30 ,5800400 ,7738470 
2024,A27,경남,4 ,9 ,17 ,2603200 ,3668600 
2024,A27,세종,1 ,1 ,1 ,15640 ,31240 
2024,A28,서울,52 ,87 ,87 ,2197800 ,3596250 
2024,A28,부산,12 ,20 ,20 ,498870 ,762140 
2024,A28,인천,25 ,39 ,39 ,689970 ,1255680 
2024,A28,대구,3 ,5 ,5 ,81820 ,123830 
2024,A28,광주,10 ,16 ,16 ,301610 ,547850 
2024,A28,대전,2 ,2 ,2 ,117010 ,166910 
2024,A28,울산,7 ,8 ,8 ,167470 ,426500 
2024,A28,경기,57 ,68 ,71 ,2717420 ,3886620 
2024,A28,강원,9 ,9 ,9 ,384900 ,662530 
2024,A28,충북,16 ,20 ,22 ,1988650 ,2647340 
2024,A28,충남,5 ,8 ,8 ,242210 ,345010 
2024,A28,전북,6 ,6 ,6 ,94150 ,138040 
2024,A28,전남,8 ,15 ,15 ,376050 ,610150 
2024,A28,경북,12 ,23 ,23 ,452010 ,750110 
2024,A28,경남,5 ,5 ,5 ,213880 ,324180 
2024,A28,제주,3 ,3 ,3 ,48330 ,68730 
2024,A28,세종,1 ,1 ,1 ,28900 ,41200 
2024,A30,서울,3 ,4 ,4 ,97080 ,173780 
2024,A30,대구,88 ,184 ,1229 ,48957830 ,68405000 
2024,A30,광주,1 ,2 ,16 ,3300750 ,4300850 
2024,A30,대전,1 ,2 ,2 ,21140 ,30040 
2024,A30,경기,8 ,9 ,17 ,1193900 ,1655340 
2024,A30,충북,1 ,1 ,1 ,12150 ,17350 
2024,A30,전남,1 ,2 ,2 ,279620 ,430290 
2024,A30,경남,1 ,1 ,1 ,12620 ,18020 
2024,A31,서울,13587 ,64462 ,73298 ,6234800490 ,10441342420 
2024,A31,부산,1445 ,8311 ,9668 ,669703720 ,1123274890 
2024,A31,인천,1179 ,5096 ,6087 ,560904020 ,872644970 
2024,A31,대구,1773 ,7054 ,8263 ,554842780 ,946277220 
2024,A31,광주,1560 ,5829 ,6861 ,541016000 ,945425800 
2024,A31,대전,1084 ,3403 ,3970 ,240478510 ,398354270 
2024,A31,울산,311 ,1048 ,1193 ,100247500 ,162507090 
2024,A31,경기,5832 ,27141 ,32689 ,2652073470 ,4077149700 
2024,A31,강원,854 ,4979 ,5776 ,525781650 ,839243460 
2024,A31,충북,361 ,2740 ,3588 ,287673220 ,431794080 
2024,A31,충남,1754 ,3921 ,4458 ,260810680 ,396237020 
2024,A31,전북,1075 ,6289 ,7993 ,793983440 ,1192805520 
2024,A31,전남,601 ,2370 ,3112 ,279353020 ,402996870 
2024,A31,경북,707 ,3487 ,4169 ,285573330 ,408251690 
2024,A31,경남,1549 ,7654 ,9661 ,765420700 ,1248017480 
2024,A31,제주,248 ,1225 ,1400 ,90729810 ,136388170 
2024,A31,세종,167 ,1359 ,1405 ,61668680 ,112796170 
2024,A32,서울,17 ,29 ,215 ,197384150 ,223353920 
2024,A32,인천,2 ,4 ,50 ,20388820 ,27589780 
2024,A32,광주,2 ,32 ,32 ,4137810 ,4462150 
2024,A32,대전,1 ,2 ,33 ,10508030 ,14365890 
2024,A32,경기,10 ,36 ,544 ,311551670 ,378338270 
2024,A32,강원,1 ,1 ,1 ,36010 ,51310 
2024,A32,충남,1 ,2 ,12 ,19424780 ,24301190 
2024,A32,전북,3 ,3 ,117 ,61481910 ,77907950 
2024,A32,경북,1 ,4 ,48 ,15692030 ,19869860 
2024,A32,경남,2 ,5 ,61 ,23017020 ,27914420 
2024,A32,제주,1 ,1 ,35 ,15216030 ,20059880 
2024,A34,충남,1 ,2 ,2 ,35310 ,47510 
2024,A35,서울,140 ,187 ,248 ,18350140 ,25720710 
2024,A35,부산,41 ,42 ,42 ,1253730 ,2186030 
2024,A35,인천,27 ,34 ,154 ,82204240 ,106688160 
2024,A35,대구,8 ,11 ,22 ,4981400 ,6699930 
2024,A35,광주,16 ,30 ,65 ,46947550 ,58087700 
2024,A35,대전,13 ,14 ,39 ,6995540 ,9539600 
2024,A35,울산,11 ,16 ,16 ,307820 ,566220 
2024,A35,경기,129 ,155 ,456 ,256609240 ,330682430 
2024,A35,강원,24 ,31 ,97 ,42833490 ,54940110 
2024,A35,충북,13 ,21 ,40 ,8866090 ,11821830 
2024,A35,충남,16 ,22 ,51 ,8843100 ,12154770 
2024,A35,전북,6 ,6 ,6 ,136010 ,185710 
2024,A35,전남,29 ,29 ,29 ,513000 ,723970 
2024,A35,경북,6 ,39 ,72 ,7071130 ,9626150 
2024,A35,경남,40 ,43 ,85 ,9916330 ,13910250 
2024,A35,제주,6 ,6 ,6 ,204220 ,291420 
2024,A35,세종,3 ,3 ,3 ,100300 ,141900 
2024,A36,서울,6 ,10 ,10 ,227540 ,388640 
2024,A36,부산,1 ,2 ,2 ,95300 ,135900 
2024,A36,대구,1 ,1 ,1 ,11090 ,12590 
2024,A36,대전,1 ,1 ,0 ,303420 ,337130 
2024,A36,울산,1 ,2 ,2 ,858060 ,1028100 
2024,A36,경기,2 ,2 ,2 ,228530 ,449830 
2024,A36,충북,1 ,1 ,1 ,8890 ,12590 
2024,A36,경북,1 ,4 ,4 ,91280 ,127180 
2024,A37,서울,5012 ,8340 ,8752 ,415418290 ,526450730 
2024,A37,부산,2355 ,3885 ,6411 ,772298710 ,876749320 
2024,A37,인천,3855 ,6998 ,7483 ,356828650 ,455839400 
2024,A37,대구,2217 ,3800 ,5161 ,451050770 ,530005410 
2024,A37,광주,731 ,1013 ,2623 ,441402820 ,505973600 
2024,A37,대전,1047 ,1792 ,2180 ,161474260 ,193971650 
2024,A37,울산,577 ,987 ,1945 ,275030040 ,311321660 
2024,A37,경기,12892 ,21498 ,24952 ,1652350080 ,2028352900 
2024,A37,강원,1449 ,2212 ,2277 ,70692530 ,94864190 
2024,A37,충북,589 ,1114 ,1580 ,140020250 ,169619000 
2024,A37,충남,1713 ,2589 ,3078 ,195373570 ,237176180 
2024,A37,전북,1045 ,1678 ,2808 ,311580730 ,358327300 
2024,A37,전남,1940 ,2796 ,5519 ,714075480 ,839376810 
2024,A37,경북,2885 ,4231 ,5293 ,441030610 ,522516150 
2024,A37,경남,3465 ,5394 ,10636 ,1409610240 ,1625294740 
2024,A37,제주,1066 ,1526 ,1742 ,119167880 ,147470850 
2024,A37,세종,238 ,402 ,538 ,48250060 ,54715080 
2024,A38,서울,890 ,1609 ,1694 ,83758720 ,105443090 
2024,A38,부산,260 ,443 ,556 ,34020440 ,41075420 
2024,A38,인천,544 ,1014 ,1070 ,50903580 ,63173850 
2024,A38,대구,50 ,92 ,106 ,7990410 ,9765060 
2024,A38,광주,88 ,127 ,201 ,24067270 ,27430360 
2024,A38,대전,87 ,142 ,165 ,9490560 ,11416780 
2024,A38,울산,71 ,195 ,206 ,10049820 ,12928660 
2024,A38,경기,2294 ,4321 ,4612 ,185190700 ,232102030 
2024,A38,강원,278 ,510 ,529 ,23725970 ,27564720 
2024,A38,충북,207 ,313 ,341 ,15893390 ,19616430 
2024,A38,충남,294 ,496 ,509 ,13936330 ,19021410 
2024,A38,전북,73 ,133 ,156 ,6662220 ,8408980 
2024,A38,전남,101 ,169 ,232 ,16648940 ,22698530 
