진료개시년도,진료형태소분류코드,시도코드,시도시군구코드,주상병분류,진료인원(명),진료비(천원)
2021,한방기관외래,서울특별시,성북구,근골격계 및 결합조직의 질환[M00-M99],54663,12544680
2021,한방기관외래,서울특별시,성북구,비뇨생식기계의 질환[N00-N99],900,149317
2021,한방기관외래,서울특별시,성북구,임신  출산 및 산욕[O00-O99],39,5445
2021,한방기관외래,서울특별시,성북구,선천성기형  변형 및 염색체 이상[Q00-Q99],17,2149
2021,한방기관외래,서울특별시,성북구,달리 분류되지 않은 증상  징후와 임상 및 검사의 이상 소견[R00-R99],5705,737442
2021,한방기관외래,서울특별시,성북구,손상  중독및 외인에 의한 특정 기타 결과[S00-T98],36589,6241341
2021,한방기관외래,서울특별시,성북구,건강상태 및 보건서비스 접촉에 영향을 주는 요인[Z00-Z99],28,923
2021,한방기관외래,서울특별시,성북구,특수목적코드[U00-U99],6755,891252
2021,한방기관외래,서울특별시,강북구,특정감염성 및 기생충성 질환[A00-B99],86,13239
2021,한방기관외래,서울특별시,강북구,신생물[C00-D48],416,153129
2021,한방기관외래,서울특별시,강북구,혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애[D50-D89],10,2446
2021,한방기관외래,서울특별시,강북구,내분비  영양 및 대사질환[E00-E90],184,27416
2021,한방기관외래,서울특별시,강북구,정신 및 행동장애[F00-F99],376,57864
2021,한방기관외래,서울특별시,강북구,신경계의 질환[G00-G99],3340,733130
2021,한방기관외래,서울특별시,강북구,눈및눈부속기의 질환[H00-H59],164,21124
2021,한방기관외래,서울특별시,강북구,귀 및 유양돌기의 질환[H60-H95],501,105922
2021,한방기관외래,서울특별시,강북구,순환기계의 질환[I00-I99],336,94970
2021,한방기관외래,서울특별시,강북구,호흡기계의 질환[J00-J99],1445,177475
2021,한방기관외래,서울특별시,강북구,소화기계의 질환[K00-K93],4398,616421
2021,한방기관외래,서울특별시,강북구,피부 및 피하조직의 질환[L00-L99],852,180406
2021,한방기관외래,서울특별시,강북구,근골격계 및 결합조직의 질환[M00-M99],40585,9633075
2021,한방기관외래,서울특별시,강북구,비뇨생식기계의 질환[N00-N99],562,111181
2021,한방기관외래,서울특별시,강북구,임신  출산 및 산욕[O00-O99],20,1578
2021,한방기관외래,서울특별시,강북구,선천성기형  변형 및 염색체 이상[Q00-Q99],*,*
2021,한방기관외래,서울특별시,강북구,달리 분류되지 않은 증상  징후와 임상 및 검사의 이상 소견[R00-R99],3958,593047
2021,한방기관외래,서울특별시,강북구,손상  중독및 외인에 의한 특정 기타 결과[S00-T98],25830,4298096
2021,한방기관외래,서울특별시,강북구,건강상태 및 보건서비스 접촉에 영향을 주는 요인[Z00-Z99],17,703
2021,한방기관외래,서울특별시,강북구,특수목적코드[U00-U99],4194,563430
2021,한방기관외래,서울특별시,도봉구,특정감염성 및 기생충성 질환[A00-B99],137,25646
2021,한방기관외래,서울특별시,도봉구,신생물[C00-D48],271,109681
2021,한방기관외래,서울특별시,도봉구,혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애[D50-D89],18,2907
2021,한방기관외래,서울특별시,도봉구,내분비  영양 및 대사질환[E00-E90],256,46233
2021,한방기관외래,서울특별시,도봉구,정신 및 행동장애[F00-F99],337,54561
2021,한방기관외래,서울특별시,도봉구,신경계의 질환[G00-G99],2983,679529
2021,한방기관외래,서울특별시,도봉구,눈및눈부속기의 질환[H00-H59],164,31619
2021,한방기관외래,서울특별시,도봉구,귀 및 유양돌기의 질환[H60-H95],516,100911
2021,한방기관외래,서울특별시,도봉구,순환기계의 질환[I00-I99],403,123415
2021,한방기관외래,서울특별시,도봉구,호흡기계의 질환[J00-J99],1789,167969
2021,한방기관외래,서울특별시,도봉구,소화기계의 질환[K00-K93],4843,579256
2021,한방기관외래,서울특별시,도봉구,피부 및 피하조직의 질환[L00-L99],871,200244
2021,한방기관외래,서울특별시,도봉구,근골격계 및 결합조직의 질환[M00-M99],43073,9748537
2021,한방기관외래,서울특별시,도봉구,비뇨생식기계의 질환[N00-N99],565,175661
2021,한방기관외래,서울특별시,도봉구,임신  출산 및 산욕[O00-O99],24,1866
2021,한방기관외래,서울특별시,도봉구,선천성기형  변형 및 염색체 이상[Q00-Q99],7,647
2021,한방기관외래,서울특별시,도봉구,달리 분류되지 않은 증상  징후와 임상 및 검사의 이상 소견[R00-R99],3856,514963
2021,한방기관외래,서울특별시,도봉구,손상  중독및 외인에 의한 특정 기타 결과[S00-T98],28945,4884198
2021,한방기관외래,서울특별시,도봉구,건강상태 및 보건서비스 접촉에 영향을 주는 요인[Z00-Z99],30,3351
2021,한방기관외래,서울특별시,도봉구,특수목적코드[U00-U99],4271,608846
2021,한방기관외래,서울특별시,노원구,특정감염성 및 기생충성 질환[A00-B99],189,18195
2021,한방기관외래,서울특별시,노원구,신생물[C00-D48],342,150594
2021,한방기관외래,서울특별시,노원구,혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애[D50-D89],30,4659
2021,한방기관외래,서울특별시,노원구,내분비  영양 및 대사질환[E00-E90],349,59533
2021,한방기관외래,서울특별시,노원구,정신 및 행동장애[F00-F99],724,100309
2021,한방기관외래,서울특별시,노원구,신경계의 질환[G00-G99],4806,1042534
2021,한방기관외래,서울특별시,노원구,눈및눈부속기의 질환[H00-H59],244,49251
2021,한방기관외래,서울특별시,노원구,귀 및 유양돌기의 질환[H60-H95],969,200685
2021,한방기관외래,서울특별시,노원구,순환기계의 질환[I00-I99],417,117571
2021,한방기관외래,서울특별시,노원구,호흡기계의 질환[J00-J99],3670,299240
2021,한방기관외래,서울특별시,노원구,소화기계의 질환[K00-K93],7983,948398
2021,한방기관외래,서울특별시,노원구,피부 및 피하조직의 질환[L00-L99],1775,384566
2021,한방기관외래,서울특별시,노원구,근골격계 및 결합조직의 질환[M00-M99],62767,14088690
2021,한방기관외래,서울특별시,노원구,비뇨생식기계의 질환[N00-N99],1145,228945
2021,한방기관외래,서울특별시,노원구,임신  출산 및 산욕[O00-O99],31,3178
2021,한방기관외래,서울특별시,노원구,주산기에 기원한 특정병태[P00-P96],*,*
2021,한방기관외래,서울특별시,노원구,선천성기형  변형 및 염색체 이상[Q00-Q99],7,2168
2021,한방기관외래,서울특별시,노원구,달리 분류되지 않은 증상  징후와 임상 및 검사의 이상 소견[R00-R99],6988,945367
2021,한방기관외래,서울특별시,노원구,손상  중독및 외인에 의한 특정 기타 결과[S00-T98],41635,6616110
2021,한방기관외래,서울특별시,노원구,건강상태 및 보건서비스 접촉에 영향을 주는 요인[Z00-Z99],21,1435
2021,한방기관외래,서울특별시,노원구,특수목적코드[U00-U99],7228,995817
2021,한방기관외래,서울특별시,은평구,특정감염성 및 기생충성 질환[A00-B99],150,16409
2021,한방기관외래,서울특별시,은평구,신생물[C00-D48],404,180935
2021,한방기관외래,서울특별시,은평구,혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애[D50-D89],21,1498
2021,한방기관외래,서울특별시,은평구,내분비  영양 및 대사질환[E00-E90],323,67490
2021,한방기관외래,서울특별시,은평구,정신 및 행동장애[F00-F99],461,60736
2021,한방기관외래,서울특별시,은평구,신경계의 질환[G00-G99],4282,1048907
2021,한방기관외래,서울특별시,은평구,눈및눈부속기의 질환[H00-H59],399,96305
2021,한방기관외래,서울특별시,은평구,귀 및 유양돌기의 질환[H60-H95],769,174357
2021,한방기관외래,서울특별시,은평구,순환기계의 질환[I00-I99],370,120567
2021,한방기관외래,서울특별시,은평구,호흡기계의 질환[J00-J99],2716,287694
2021,한방기관외래,서울특별시,은평구,소화기계의 질환[K00-K93],6628,923601
2021,한방기관외래,서울특별시,은평구,피부 및 피하조직의 질환[L00-L99],1433,257720
2021,한방기관외래,서울특별시,은평구,근골격계 및 결합조직의 질환[M00-M99],61108,15347926
2021,한방기관외래,서울특별시,은평구,비뇨생식기계의 질환[N00-N99],1131,222641
2021,한방기관외래,서울특별시,은평구,임신  출산 및 산욕[O00-O99],23,1992
2021,한방기관외래,서울특별시,은평구,주산기에 기원한 특정병태[P00-P96],*,*
2021,한방기관외래,서울특별시,은평구,선천성기형  변형 및 염색체 이상[Q00-Q99],6,1385
2021,한방기관외래,서울특별시,은평구,달리 분류되지 않은 증상  징후와 임상 및 검사의 이상 소견[R00-R99],6321,908884
2021,한방기관외래,서울특별시,은평구,손상  중독및 외인에 의한 특정 기타 결과[S00-T98],40297,7558257
2021,한방기관외래,서울특별시,은평구,건강상태 및 보건서비스 접촉에 영향을 주는 요인[Z00-Z99],67,2874
2021,한방기관외래,서울특별시,은평구,특수목적코드[U00-U99],6092,974480
2021,한방기관외래,서울특별시,서대문구,특정감염성 및 기생충성 질환[A00-B99],106,9719
2021,한방기관외래,서울특별시,서대문구,신생물[C00-D48],260,109139
2021,한방기관외래,서울특별시,서대문구,혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애[D50-D89],15,1526
2021,한방기관외래,서울특별시,서대문구,내분비  영양 및 대사질환[E00-E90],199,43105
2021,한방기관외래,서울특별시,서대문구,정신 및 행동장애[F00-F99],475,66526
2021,한방기관외래,서울특별시,서대문구,신경계의 질환[G00-G99],3253,773193
2021,한방기관외래,서울특별시,서대문구,눈및눈부속기의 질환[H00-H59],171,42902
2021,한방기관외래,서울특별시,서대문구,귀 및 유양돌기의 질환[H60-H95],396,93803
2021,한방기관외래,서울특별시,서대문구,순환기계의 질환[I00-I99],285,72492
2021,한방기관외래,서울특별시,서대문구,호흡기계의 질환[J00-J99],1956,216417
2021,한방기관외래,서울특별시,서대문구,소화기계의 질환[K00-K93],4804,580133
2021,한방기관외래,서울특별시,서대문구,피부 및 피하조직의 질환[L00-L99],915,161409
2021,한방기관외래,서울특별시,서대문구,근골격계 및 결합조직의 질환[M00-M99],38223,8552120
2021,한방기관외래,서울특별시,서대문구,비뇨생식기계의 질환[N00-N99],733,122084
2021,한방기관외래,서울특별시,서대문구,임신  출산 및 산욕[O00-O99],29,3974
2021,한방기관외래,서울특별시,서대문구,주산기에 기원한 특정병태[P00-P96],*,*
2021,한방기관외래,서울특별시,서대문구,선천성기형  변형 및 염색체 이상[Q00-Q99],8,470
2021,한방기관외래,서울특별시,서대문구,달리 분류되지 않은 증상  징후와 임상 및 검사의 이상 소견[R00-R99],3853,471811
2021,한방기관외래,서울특별시,서대문구,손상  중독및 외인에 의한 특정 기타 결과[S00-T98],29256,4861270
2021,한방기관외래,서울특별시,서대문구,건강상태 및 보건서비스 접촉에 영향을 주는 요인[Z00-Z99],18,1925
2021,한방기관외래,서울특별시,서대문구,특수목적코드[U00-U99],4414,629434
2021,한방기관외래,서울특별시,마포구,특정감염성 및 기생충성 질환[A00-B99],132,15558
2021,한방기관외래,서울특별시,마포구,신생물[C00-D48],302,107847
2021,한방기관외래,서울특별시,마포구,혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애[D50-D89],25,3324
2021,한방기관외래,서울특별시,마포구,내분비  영양 및 대사질환[E00-E90],237,40988
2021,한방기관외래,서울특별시,마포구,정신 및 행동장애[F00-F99],446,92951
2021,한방기관외래,서울특별시,마포구,신경계의 질환[G00-G99],3003,804987
2021,한방기관외래,서울특별시,마포구,눈및눈부속기의 질환[H00-H59],185,36692
2021,한방기관외래,서울특별시,마포구,귀 및 유양돌기의 질환[H60-H95],557,132236
2021,한방기관외래,서울특별시,마포구,순환기계의 질환[I00-I99],267,72619
2021,한방기관외래,서울특별시,마포구,호흡기계의 질환[J00-J99],2287,257729
2021,한방기관외래,서울특별시,마포구,소화기계의 질환[K00-K93],5589,721118
2021,한방기관외래,서울특별시,마포구,피부 및 피하조직의 질환[L00-L99],1435,281754
2021,한방기관외래,서울특별시,마포구,근골격계 및 결합조직의 질환[M00-M99],45330,10477179
2021,한방기관외래,서울특별시,마포구,비뇨생식기계의 질환[N00-N99],1021,165891
2021,한방기관외래,서울특별시,마포구,임신  출산 및 산욕[O00-O99],34,3569
2021,한방기관외래,서울특별시,마포구,주산기에 기원한 특정병태[P00-P96],*,*
2021,한방기관외래,서울특별시,마포구,선천성기형  변형 및 염색체 이상[Q00-Q99],10,3312
2021,한방기관외래,서울특별시,마포구,달리 분류되지 않은 증상  징후와 임상 및 검사의 이상 소견[R00-R99],4450,622727
2021,한방기관외래,서울특별시,마포구,손상  중독및 외인에 의한 특정 기타 결과[S00-T98],33623,5887083
2021,한방기관외래,서울특별시,마포구,건강상태 및 보건서비스 접촉에 영향을 주는 요인[Z00-Z99],22,2923
2021,한방기관외래,서울특별시,마포구,특수목적코드[U00-U99],4639,715730
2021,한방기관외래,서울특별시,양천구,특정감염성 및 기생충성 질환[A00-B99],231,43697
2021,한방기관외래,서울특별시,양천구,신생물[C00-D48],430,173570
2021,한방기관외래,서울특별시,양천구,혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애[D50-D89],34,2861
2021,한방기관외래,서울특별시,양천구,내분비  영양 및 대사질환[E00-E90],340,58294
2021,한방기관외래,서울특별시,양천구,정신 및 행동장애[F00-F99],521,70359
2021,한방기관외래,서울특별시,양천구,신경계의 질환[G00-G99],4082,1075670
2021,한방기관외래,서울특별시,양천구,눈및눈부속기의 질환[H00-H59],267,54239
2021,한방기관외래,서울특별시,양천구,귀 및 유양돌기의 질환[H60-H95],811,202810
2021,한방기관외래,서울특별시,양천구,순환기계의 질환[I00-I99],361,151938
2021,한방기관외래,서울특별시,양천구,호흡기계의 질환[J00-J99],3248,361278
2021,한방기관외래,서울특별시,양천구,소화기계의 질환[K00-K93],7500,1007916
2021,한방기관외래,서울특별시,양천구,피부 및 피하조직의 질환[L00-L99],1708,345857
2021,한방기관외래,서울특별시,양천구,근골격계 및 결합조직의 질환[M00-M99],54430,13706117
2021,한방기관외래,서울특별시,양천구,비뇨생식기계의 질환[N00-N99],1211,216749
2021,한방기관외래,서울특별시,양천구,임신  출산 및 산욕[O00-O99],39,2978
2021,한방기관외래,서울특별시,양천구,주산기에 기원한 특정병태[P00-P96],*,*
2021,한방기관외래,서울특별시,양천구,선천성기형  변형 및 염색체 이상[Q00-Q99],17,4677
2021,한방기관외래,서울특별시,양천구,달리 분류되지 않은 증상  징후와 임상 및 검사의 이상 소견[R00-R99],5946,894677
2021,한방기관외래,서울특별시,양천구,손상  중독및 외인에 의한 특정 기타 결과[S00-T98],41000,7501082
2021,한방기관외래,서울특별시,양천구,건강상태 및 보건서비스 접촉에 영향을 주는 요인[Z00-Z99],71,2914
2021,한방기관외래,서울특별시,양천구,특수목적코드[U00-U99],5857,1007827
2021,한방기관외래,서울특별시,강서구,특정감염성 및 기생충성 질환[A00-B99],221,28010
2021,한방기관외래,서울특별시,강서구,신생물[C00-D48],592,231992
2021,한방기관외래,서울특별시,강서구,혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애[D50-D89],27,3087
2021,한방기관외래,서울특별시,강서구,내분비  영양 및 대사질환[E00-E90],392,78835
2021,한방기관외래,서울특별시,강서구,정신 및 행동장애[F00-F99],590,99559
2021,한방기관외래,서울특별시,강서구,신경계의 질환[G00-G99],4731,1153787
2021,한방기관외래,서울특별시,강서구,눈및눈부속기의 질환[H00-H59],264,65697
2021,한방기관외래,서울특별시,강서구,귀 및 유양돌기의 질환[H60-H95],930,254888
2021,한방기관외래,서울특별시,강서구,순환기계의 질환[I00-I99],520,212322
2021,한방기관외래,서울특별시,강서구,호흡기계의 질환[J00-J99],3356,378469
2021,한방기관외래,서울특별시,강서구,소화기계의 질환[K00-K93],9430,1322168
2021,한방기관외래,서울특별시,강서구,피부 및 피하조직의 질환[L00-L99],1887,354849
2021,한방기관외래,서울특별시,강서구,근골격계 및 결합조직의 질환[M00-M99],73919,17964938
2021,한방기관외래,서울특별시,강서구,비뇨생식기계의 질환[N00-N99],1346,221774
2021,한방기관외래,서울특별시,강서구,임신  출산 및 산욕[O00-O99],65,4235
2021,한방기관외래,서울특별시,강서구,주산기에 기원한 특정병태[P00-P96],*,*
2021,한방기관외래,서울특별시,강서구,선천성기형  변형 및 염색체 이상[Q00-Q99],17,3189
2021,한방기관외래,서울특별시,강서구,달리 분류되지 않은 증상  징후와 임상 및 검사의 이상 소견[R00-R99],7338,1087629
2021,한방기관외래,서울특별시,강서구,손상  중독및 외인에 의한 특정 기타 결과[S00-T98],54241,9666850
2021,한방기관외래,서울특별시,강서구,건강상태 및 보건서비스 접촉에 영향을 주는 요인[Z00-Z99],47,3194
2021,한방기관외래,서울특별시,강서구,특수목적코드[U00-U99],6692,995708
2021,한방기관외래,서울특별시,구로구,특정감염성 및 기생충성 질환[A00-B99],136,24045
2021,한방기관외래,서울특별시,구로구,신생물[C00-D48],322,124503
2021,한방기관외래,서울특별시,구로구,혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애[D50-D89],24,6892
2021,한방기관외래,서울특별시,구로구,내분비  영양 및 대사질환[E00-E90],308,60002
2021,한방기관외래,서울특별시,구로구,정신 및 행동장애[F00-F99],561,84595
2021,한방기관외래,서울특별시,구로구,신경계의 질환[G00-G99],4098,893946
2021,한방기관외래,서울특별시,구로구,눈및눈부속기의 질환[H00-H59],194,40116
2021,한방기관외래,서울특별시,구로구,귀 및 유양돌기의 질환[H60-H95],671,149595
2021,한방기관외래,서울특별시,구로구,순환기계의 질환[I00-I99],452,133804
2021,한방기관외래,서울특별시,구로구,호흡기계의 질환[J00-J99],2154,226902
2021,한방기관외래,서울특별시,구로구,소화기계의 질환[K00-K93],6820,835853
2021,한방기관외래,서울특별시,구로구,피부 및 피하조직의 질환[L00-L99],1152,225820
2021,한방기관외래,서울특별시,구로구,근골격계 및 결합조직의 질환[M00-M99],54179,12103362
2021,한방기관외래,서울특별시,구로구,비뇨생식기계의 질환[N00-N99],875,161631
2021,한방기관외래,서울특별시,구로구,임신  출산 및 산욕[O00-O99],48,2785
2021,한방기관외래,서울특별시,구로구,주산기에 기원한 특정병태[P00-P96],*,*
2021,한방기관외래,서울특별시,구로구,선천성기형  변형 및 염색체 이상[Q00-Q99],8,1718
2021,한방기관외래,서울특별시,구로구,달리 분류되지 않은 증상  징후와 임상 및 검사의 이상 소견[R00-R99],5050,727354
2021,한방기관외래,서울특별시,구로구,손상  중독및 외인에 의한 특정 기타 결과[S00-T98],39158,6502715
2021,한방기관외래,서울특별시,구로구,건강상태 및 보건서비스 접촉에 영향을 주는 요인[Z00-Z99],58,5437
2021,한방기관외래,서울특별시,구로구,특수목적코드[U00-U99],5486,791022
2021,한방기관외래,서울특별시,금천구,특정감염성 및 기생충성 질환[A00-B99],142,12852
2021,한방기관외래,서울특별시,금천구,신생물[C00-D48],180,58753
2021,한방기관외래,서울특별시,금천구,혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애[D50-D89],97,12646
2021,한방기관외래,서울특별시,금천구,내분비  영양 및 대사질환[E00-E90],158,29985
2021,한방기관외래,서울특별시,금천구,정신 및 행동장애[F00-F99],392,40683
2021,한방기관외래,서울특별시,금천구,신경계의 질환[G00-G99],2520,564270
2021,한방기관외래,서울특별시,금천구,눈및눈부속기의 질환[H00-H59],250,39928
2021,한방기관외래,서울특별시,금천구,귀 및 유양돌기의 질환[H60-H95],411,79004
2021,한방기관외래,서울특별시,금천구,순환기계의 질환[I00-I99],549,102059
2021,한방기관외래,서울특별시,금천구,호흡기계의 질환[J00-J99],1113,111898
2021,한방기관외래,서울특별시,금천구,소화기계의 질환[K00-K93],4060,498234
2021,한방기관외래,서울특별시,금천구,피부 및 피하조직의 질환[L00-L99],786,134394
2021,한방기관외래,서울특별시,금천구,근골격계 및 결합조직의 질환[M00-M99],31618,6714139
2021,한방기관외래,서울특별시,금천구,비뇨생식기계의 질환[N00-N99],535,89803
2021,한방기관외래,서울특별시,금천구,임신  출산 및 산욕[O00-O99],19,2134
2021,한방기관외래,서울특별시,금천구,선천성기형  변형 및 염색체 이상[Q00-Q99],5,361
2021,한방기관외래,서울특별시,금천구,달리 분류되지 않은 증상  징후와 임상 및 검사의 이상 소견[R00-R99],3337,462706
2021,한방기관외래,서울특별시,금천구,손상  중독및 외인에 의한 특정 기타 결과[S00-T98],21874,3517835
2021,한방기관외래,서울특별시,금천구,건강상태 및 보건서비스 접촉에 영향을 주는 요인[Z00-Z99],16,348
2021,한방기관외래,서울특별시,금천구,특수목적코드[U00-U99],3085,435924
2021,한방기관외래,서울특별시,영등포구,특정감염성 및 기생충성 질환[A00-B99],194,27545
2021,한방기관외래,서울특별시,영등포구,신생물[C00-D48],341,113272
2021,한방기관외래,서울특별시,영등포구,혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애[D50-D89],22,3310
2021,한방기관외래,서울특별시,영등포구,내분비  영양 및 대사질환[E00-E90],288,60645
2021,한방기관외래,서울특별시,영등포구,정신 및 행동장애[F00-F99],553,83102
2021,한방기관외래,서울특별시,영등포구,신경계의 질환[G00-G99],3401,776046
2021,한방기관외래,서울특별시,영등포구,눈및눈부속기의 질환[H00-H59],174,34473
2021,한방기관외래,서울특별시,영등포구,귀 및 유양돌기의 질환[H60-H95],656,158139
2021,한방기관외래,서울특별시,영등포구,순환기계의 질환[I00-I99],404,146841
2021,한방기관외래,서울특별시,영등포구,호흡기계의 질환[J00-J99],2114,229268
2021,한방기관외래,서울특별시,영등포구,소화기계의 질환[K00-K93],6433,830537
2021,한방기관외래,서울특별시,영등포구,피부 및 피하조직의 질환[L00-L99],1392,274964
2021,한방기관외래,서울특별시,영등포구,근골격계 및 결합조직의 질환[M00-M99],46900,10379393
2021,한방기관외래,서울특별시,영등포구,비뇨생식기계의 질환[N00-N99],973,161176
2021,한방기관외래,서울특별시,영등포구,임신  출산 및 산욕[O00-O99],65,5598
2021,한방기관외래,서울특별시,영등포구,주산기에 기원한 특정병태[P00-P96],*,*
2021,한방기관외래,서울특별시,영등포구,선천성기형  변형 및 염색체 이상[Q00-Q99],15,2560
2021,한방기관외래,서울특별시,영등포구,달리 분류되지 않은 증상  징후와 임상 및 검사의 이상 소견[R00-R99],4860,705652
2021,한방기관외래,서울특별시,영등포구,손상  중독및 외인에 의한 특정 기타 결과[S00-T98],36649,6474999
2021,한방기관외래,서울특별시,영등포구,건강상태 및 보건서비스 접촉에 영향을 주는 요인[Z00-Z99],148,4603
2021,한방기관외래,서울특별시,영등포구,특수목적코드[U00-U99],4988,739197
2021,한방기관외래,서울특별시,동작구,특정감염성 및 기생충성 질환[A00-B99],153,15691
2021,한방기관외래,서울특별시,동작구,신생물[C00-D48],362,116018
2021,한방기관외래,서울특별시,동작구,혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애[D50-D89],21,3491
2021,한방기관외래,서울특별시,동작구,내분비  영양 및 대사질환[E00-E90],326,69223
2021,한방기관외래,서울특별시,동작구,정신 및 행동장애[F00-F99],602,80429
2021,한방기관외래,서울특별시,동작구,신경계의 질환[G00-G99],4014,1021963
2021,한방기관외래,서울특별시,동작구,눈및눈부속기의 질환[H00-H59],246,82710
2021,한방기관외래,서울특별시,동작구,귀 및 유양돌기의 질환[H60-H95],793,198384
2021,한방기관외래,서울특별시,동작구,순환기계의 질환[I00-I99],418,131705
2021,한방기관외래,서울특별시,동작구,호흡기계의 질환[J00-J99],2789,311824
2021,한방기관외래,서울특별시,동작구,소화기계의 질환[K00-K93],6984,981053
2021,한방기관외래,서울특별시,동작구,피부 및 피하조직의 질환[L00-L99],1245,229878
2021,한방기관외래,서울특별시,동작구,근골격계 및 결합조직의 질환[M00-M99],51802,12624802
2021,한방기관외래,서울특별시,동작구,비뇨생식기계의 질환[N00-N99],1030,181039
2021,한방기관외래,서울특별시,동작구,임신  출산 및 산욕[O00-O99],29,2302
2021,한방기관외래,서울특별시,동작구,주산기에 기원한 특정병태[P00-P96],*,*
2021,한방기관외래,서울특별시,동작구,선천성기형  변형 및 염색체 이상[Q00-Q99],10,798
2021,한방기관외래,서울특별시,동작구,달리 분류되지 않은 증상  징후와 임상 및 검사의 이상 소견[R00-R99],5364,914597
2021,한방기관외래,서울특별시,동작구,손상  중독및 외인에 의한 특정 기타 결과[S00-T98],34586,6306431
2021,한방기관외래,서울특별시,동작구,건강상태 및 보건서비스 접촉에 영향을 주는 요인[Z00-Z99],87,4095
2021,한방기관외래,서울특별시,동작구,특수목적코드[U00-U99],5433,803280
2021,한방기관외래,서울특별시,관악구,특정감염성 및 기생충성 질환[A00-B99],182,25103
2021,한방기관외래,서울특별시,관악구,신생물[C00-D48],411,140969
2021,한방기관외래,서울특별시,관악구,혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애[D50-D89],42,5700
2021,한방기관외래,서울특별시,관악구,내분비  영양 및 대사질환[E00-E90],324,47056
2021,한방기관외래,서울특별시,관악구,정신 및 행동장애[F00-F99],560,80452
2021,한방기관외래,서울특별시,관악구,신경계의 질환[G00-G99],4265,981687
2021,한방기관외래,서울특별시,관악구,눈및눈부속기의 질환[H00-H59],193,39467
2021,한방기관외래,서울특별시,관악구,귀 및 유양돌기의 질환[H60-H95],764,178503
2021,한방기관외래,서울특별시,관악구,순환기계의 질환[I00-I99],434,117155
2021,한방기관외래,서울특별시,관악구,호흡기계의 질환[J00-J99],2503,291727
2021,한방기관외래,서울특별시,관악구,소화기계의 질환[K00-K93],8595,1104548
2021,한방기관외래,서울특별시,관악구,피부 및 피하조직의 질환[L00-L99],1596,270959
2021,한방기관외래,서울특별시,관악구,근골격계 및 결합조직의 질환[M00-M99],61186,13767107
2021,한방기관외래,서울특별시,관악구,비뇨생식기계의 질환[N00-N99],1130,212546
2021,한방기관외래,서울특별시,관악구,임신  출산 및 산욕[O00-O99],35,2564
2021,한방기관외래,서울특별시,관악구,선천성기형  변형 및 염색체 이상[Q00-Q99],17,3833
2021,한방기관외래,서울특별시,관악구,달리 분류되지 않은 증상  징후와 임상 및 검사의 이상 소견[R00-R99],6092,891903
2021,한방기관외래,서울특별시,관악구,손상  중독및 외인에 의한 특정 기타 결과[S00-T98],46518,8075725
2021,한방기관외래,서울특별시,관악구,건강상태 및 보건서비스 접촉에 영향을 주는 요인[Z00-Z99],34,882
2021,한방기관외래,서울특별시,관악구,특수목적코드[U00-U99],6625,935989
2021,한방기관외래,서울특별시,서초구,특정감염성 및 기생충성 질환[A00-B99],277,31318
2021,한방기관외래,서울특별시,서초구,신생물[C00-D48],382,122612
2021,한방기관외래,서울특별시,서초구,혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애[D50-D89],25,6578
2021,한방기관외래,서울특별시,서초구,내분비  영양 및 대사질환[E00-E90],389,76520
2021,한방기관외래,서울특별시,서초구,정신 및 행동장애[F00-F99],709,88539
2021,한방기관외래,서울특별시,서초구,신경계의 질환[G00-G99],3647,826306
2021,한방기관외래,서울특별시,서초구,눈및눈부속기의 질환[H00-H59],341,76288
2021,한방기관외래,서울특별시,서초구,귀 및 유양돌기의 질환[H60-H95],769,174904
2021,한방기관외래,서울특별시,서초구,순환기계의 질환[I00-I99],424,91881
2021,한방기관외래,서울특별시,서초구,호흡기계의 질환[J00-J99],3240,329858
2021,한방기관외래,서울특별시,서초구,소화기계의 질환[K00-K93],6741,839392
2021,한방기관외래,서울특별시,서초구,피부 및 피하조직의 질환[L00-L99],1593,289039
2021,한방기관외래,서울특별시,서초구,근골격계 및 결합조직의 질환[M00-M99],43586,10483706
2021,한방기관외래,서울특별시,서초구,비뇨생식기계의 질환[N00-N99],1236,211504
2021,한방기관외래,서울특별시,서초구,임신  출산 및 산욕[O00-O99],34,2355
2021,한방기관외래,서울특별시,서초구,주산기에 기원한 특정병태[P00-P96],*,*
2021,한방기관외래,서울특별시,서초구,선천성기형  변형 및 염색체 이상[Q00-Q99],14,1148
2021,한방기관외래,서울특별시,서초구,달리 분류되지 않은 증상  징후와 임상 및 검사의 이상 소견[R00-R99],5457,778975
